1-*-1.0,1-74830-0.2,1-*-1.0,2-75435-0.4,1-*-1.0:2079816
1-*-1.0,1-45629-0.8,1-45634-0.8,2-*-1.0,1-45751-0.8:43018
1-127866-0.2,1-*-1.0,3-127311-1.0,2-*-1.0,1-127871-0.6:20928
1-172698-0.4,2-*-1.0,1-*-1.0,1-*-1.0,1-*-1.0:2079816
1-*-1.0,1-*-1.0,1-58996-1.0,2-59267-0.2,1-*-1.0:38376
1-*-1.0,2-*-1.0,1-171006-1.0,1-171092-0.2,1-*-1.0:37320
2-60467-0.2,1-60643-1.0,1-61096-1.0,1-*-1.0,1-61064-0.2:712
1-*-1.0,2-*-1.0,1-420072-1.0,1-420123-0.6,1-*-1.0:38568
1-331248-0.4,1-331164-0.4,2-330942-0.2,3-331081-0.4,1-*-1.0:190722
1-531058-0.6,2-530950-0.8,1-530222-0.6,1-*-1.0,1-*-1.0:2079816
2-189475-0.2,3-190085-0.6,1-*-1.0,1-189412-0.2,1-*-1.0:457932
1-*-1.0,1-377714-0.2,3-377639-1.0,1-377994-1.0,1-*-1.0:276
3-*-1.0,1-*-1.0,1-396998-1.0,2-396865-0.6,1-396996-0.8:2580
2-340104-1.0,1-*-1.0,1-*-1.0,1-340346-0.2,3-*-1.0:24438
1-93345-0.6,2-92578-0.4,1-93338-1.0,1-93387-0.4,1-92989-0.6:37320
1-539304-0.4,3-539730-0.6,1-539414-0.6,1-539370-0.4,2-*-1.0:348882
1-*-1.0,1-*-1.0,1-91096-0.4,1-*-1.0,2-90175-0.8:2079816
2-295928-0.4,3-296029-0.8,1-295797-0.8,1-295625-0.2,1-295795-0.4:48438
1-17317-0.2,3-*-1.0,1-17570-1.0,1-17319-0.8,2-18200-0.2:2752
1-285007-0.6,1-285084-0.8,1-*-1.0,2-284745-0.2,1-285088-0.6:583062
2-32938-0.6,1-33575-0.6,1-33509-0.4,1-*-1.0,3-32767-0.6:348882
1-350860-0.2,1-350902-0.6,2-350864-0.8,1-350761-0.8,1-350856-0.4:589164
1-495847-0.8,1-496674-1.0,1-*-1.0,1-496544-1.0,2-*-1.0:331
3-*-1.0,1-*-1.0,1-*-1.0,2-*-1.0,1-226335-0.6:521280
2-451260-0.2,1-*-1.0,1-*-1.0,1-*-1.0,3-451582-0.6:457932
1-74201-0.4,3-74043-1.0,1-74168-0.6,2-*-1.0,1-74231-1.0:392
3-*-1.0,1-312200-0.8,1-312177-0.6,1-312220-0.4,1-312228-0.8:33760
1-*-1.0,1-377716-0.4,1-377824-0.8,1-*-1.0,3-377427-0.4:113010
3-346663-1.0,2-*-1.0,1-346251-0.4,1-*-1.0,1-*-1.0:9692
1-424369-0.2,1-424366-0.2,2-424637-0.4,1-*-1.0,3-*-1.0:684900
1-*-1.0,3-11141-0.2,2-11786-0.2,1-10877-1.0,1-11869-0.2:2940
1-176100-0.4,1-*-1.0,2-*-1.0,1-175962-0.4,1-176053-0.4:2079816
1-46421-0.2,1-46486-0.6,1-*-1.0,1-*-1.0,2-*-1.0:2079816
1-75624-0.2,1-*-1.0,1-*-1.0,2-75779-0.6,1-*-1.0:2079816
1-335414-0.2,1-335762-1.0,2-335838-0.6,1-*-1.0,1-*-1.0:38904
1-128836-0.2,1-128129-0.6,1-127944-0.8,1-*-1.0,2-*-1.0:696942
8-335190-0.8,8-*-1.0,8-335192-0.6,4-*-1.0,12-*-1.0:1000
2-437158-0.6,3-437576-0.4,1-436867-1.0,1-436944-0.8,6-437063-0.6:868
1-8612-0.8,1-8429-1.0,2-8454-0.8,1-*-1.0,1-8529-1.0:219
9-*-1.0,8-*-1.0,4-423634-1.0,8-423353-0.4,8-422893-0.8:3429
1-*-1.0,1-529851-1.0,1-*-1.0,1-*-1.0,2-530122-0.6:38856
1-140761-0.4,1-141454-0.8,2-141572-0.8,1-*-1.0,1-141392-0.2:564570
2-200363-0.6,1-*-1.0,3-*-1.0,1-*-1.0,1-200806-0.2:684900
1-*-1.0,2-23170-0.4,1-23034-0.4,3-*-1.0,1-23481-0.8:163620
2-183538-0.6,1-183684-0.2,1-182985-0.6,1-*-1.0,1-*-1.0:2079816
1-260152-0.8,3-*-1.0,1-260117-0.2,2-259310-0.4,1-260095-1.0:2998
1-506872-0.4,1-507436-0.2,2-*-1.0,6-*-1.0,3-506514-0.4:48864
1-140305-0.2,1-140709-0.8,1-140736-0.6,3-*-1.0,2-*-1.0:144094
1-*-1.0,2-*-1.0,6-217234-0.8,3-*-1.0,1-*-1.0:14064
1-193338-0.6,1-193329-0.2,1-193056-0.6,2-193499-0.8,1-*-1.0:2079816
1-408601-0.6,3-408493-0.6,1-*-1.0,2-*-1.0,1-408550-0.4:348882
1-*-1.0,2-479809-0.2,3-*-1.0,1-480161-0.2,1-*-1.0:684900
1-86124-1.0,1-86105-0.2,3-86742-0.8,2-86268-0.8,1-86695-0.2:3318
1-142381-0.2,3-142813-0.4,1-142312-0.6,2-142221-0.8,1-142371-0.2:521280
1-*-1.0,1-80137-0.8,2-*-1.0,1-80120-0.8,1-*-1.0:170914
1-234211-0.4,1-233914-0.4,1-*-1.0,2-233514-1.0,3-*-1.0:24239
4-20894-0.8,8-20967-0.2,8-20970-0.6,8-21061-0.2,8-*-1.0:70452
1-*-1.0,1-*-1.0,1-*-1.0,2-391858-1.0,1-*-1.0:113544
1-*-1.0,2-154283-1.0,1-154766-0.2,1-*-1.0,1-*-1.0:97224
1-310786-0.6,2-310873-0.8,1-*-1.0,1-310778-0.2,1-*-1.0:2079816
8-*-1.0,12-357627-0.2,4-357627-0.6,8-*-1.0,8-*-1.0:5886
1-*-1.0,1-151319-0.6,1-151310-0.4,2-150974-0.6,1-150843-0.8:596310
1-357984-0.2,1-358009-0.6,2-357627-0.8,1-*-1.0,1-357404-0.6:2079816
1-66486-1.0,2-66195-0.6,1-66473-0.8,3-66105-0.8,1-66505-0.2:1044
2-433203-0.4,3-432759-1.0,1-433343-0.2,1-433316-0.2,1-433331-0.6:4704
1-4104-0.2,1-4121-0.6,2-*-1.0,1-*-1.0,1-*-1.0:2079816
1-355260-0.8,2-355628-0.6,1-355193-0.6,1-355345-0.6,3-355533-0.8:51128
1-459716-0.2,1-459715-0.2,1-459714-0.2,1-*-1.0,2-*-1.0:2079816
3-97906-0.6,1-97064-0.8,1-97114-0.6,1-97154-0.6,2-97186-0.2:97168
3-15729-0.4,1-15376-0.6,1-*-1.0,2-15577-0.6,1-15253-0.4:521280
1-460508-0.4,3-460343-0.6,1-460477-0.6,2-460700-1.0,1-460527-0.8:5814
2-53178-0.4,1-53369-0.4,1-*-1.0,3-*-1.0,1-53277-1.0:9746
1-266580-0.6,1-266704-0.6,1-266701-0.2,1-266619-0.6,2-265799-1.0:93240
1-272803-1.0,1-272858-0.6,1-*-1.0,2-272470-0.2,1-272769-0.2:26268
1-*-1.0,1-293513-0.2,1-293699-0.2,2-293110-0.2,3-293283-0.6:457932
1-*-1.0,3-176105-0.4,2-*-1.0,1-*-1.0,1-176099-0.6:521280
1-104288-0.8,3-104173-0.2,2-104394-0.8,6-103582-0.4,1-104267-0.2:48864
8-350473-0.2,8-350472-0.4,8-*-1.0,8-350906-0.6,4-350864-0.2:53704
1-523071-0.8,1-523089-1.0,1-*-1.0,2-522523-0.6,1-523338-0.4:10570
1-*-1.0,2-280128-0.8,3-279991-0.6,1-279867-0.6,1-279876-0.8:47888
0-*-1.0,0-302660-1.0,0-303370-0.8,0-*-1.0,0-*-1.0:252
1-133431-0.8,2-133351-0.6,3-134093-0.8,1-133436-0.4,1-133518-0.6:49410
1-*-1.0,1-123465-0.4,1-123460-0.2,2-122861-0.8,3-*-1.0:567586
3-224730-0.2,2-*-1.0,6-224067-1.0,1-*-1.0,1-224321-0.8:1020
1-97305-0.2,1-97120-0.2,2-97186-0.8,1-97148-0.8,3-97889-0.4:146192
2-*-1.0,1-480979-0.4,1-481049-1.0,1-*-1.0,1-481079-0.6:38034
1-117648-1.0,1-117667-0.6,2-118337-0.8,1-117396-0.4,3-117847-0.2:7246
1-*-1.0,1-516969-0.8,1-*-1.0,2-516628-0.4,1-*-1.0:570174
2-*-1.0,3-*-1.0,1-*-1.0,1-523081-0.6,1-*-1.0:521280
1-*-1.0,3-460288-0.4,2-*-1.0,1-*-1.0,1-460525-1.0:3040
8-284999-1.0,8-284998-0.6,8-285120-0.6,8-285121-0.4,4-284745-0.6:460
3-244415-0.6,1-244318-0.6,1-*-1.0,2-*-1.0,1-*-1.0:54570
1-531747-1.0,1-531330-0.4,1-531315-0.4,2-532120-0.6,1-531815-1.0:716
1-56396-0.4,1-56403-0.2,1-56346-1.0,1-56950-1.0,2-56884-0.8:686
1-*-1.0,1-*-1.0,2-38735-0.8,3-38550-0.2,1-*-1.0:684900
1-480610-0.4,1-480659-1.0,6-*-1.0,3-480995-0.8,2-480386-0.2:304
1-*-1.0,2-7437-1.0,6-8187-0.8,1-7994-0.2,3-7905-1.0:12
1-286899-0.4,2-286937-1.0,1-*-1.0,3-287228-0.4,1-286685-1.0:402
8-510601-0.6,8-*-1.0,8-*-1.0,8-*-1.0,4-*-1.0:70452
3-68294-0.2,1-68425-0.2,2-69356-0.4,1-*-1.0,1-*-1.0:684900
1-*-1.0,1-403043-0.4,1-403052-0.6,1-402949-0.8,3-402087-0.8:37974
1-435320-0.8,1-435768-0.8,1-435075-0.2,1-435122-0.6,3-435187-0.6:12302
3-10110-0.4,1-*-1.0,1-*-1.0,2-10000-0.6,6-10744-0.6:48864
1-*-1.0,3-*-1.0,1-253107-1.0,2-*-1.0,6-252650-0.8:276
2-90175-0.4,1-*-1.0,1-90557-0.6,1-90658-0.2,1-90596-1.0:38346
1-*-1.0,1-14601-0.8,2-14535-0.2,1-14694-0.4,1-*-1.0:538020
1-96061-0.6,1-96063-0.4,3-96540-0.4,6-96359-0.8,1-96099-1.0:186
1-36349-0.2,3-*-1.0,1-36369-0.8,2-*-1.0,5-*-1.0:219220
1-*-1.0,1-491566-0.8,2-492335-0.6,1-491245-0.2,1-491436-0.8:149714
3-281652-1.0,2-281071-1.0,1-281957-0.2,1-281919-0.6,1-281963-0.6:570
1-*-1.0,2-437158-1.0,1-437162-0.8,1-437165-0.8,1-437076-0.2:6734
1-544941-0.8,2-544498-0.4,1-*-1.0,1-*-1.0,1-*-1.0:387912
1-281761-0.6,2-281071-0.6,1-281819-0.2,1-281756-0.8,1-*-1.0:915972
1-60765-1.0,1-60766-0.4,3-61364-0.8,2-60467-0.2,1-60764-0.6:1724
1-534060-0.4,1-534059-0.2,1-534011-0.6,1-533966-0.2,2-533467-1.0:99168
6-2001-0.4,1-1401-0.2,3-2310-0.2,1-*-1.0,1-1348-0.6:36678
1-420121-0.6,1-420098-0.2,2-*-1.0,1-*-1.0,1-420345-0.2:2079816
1-216059-0.2,3-*-1.0,1-215830-0.6,1-216251-0.8,6-*-1.0:36678
1-153614-0.8,2-153907-0.8,1-153672-0.8,1-153628-0.6,1-153558-0.8:78519
1-*-1.0,2-181048-0.6,1-181195-1.0,1-181215-1.0,1-*-1.0:784
1-*-1.0,3-*-1.0,2-265260-0.2,1-*-1.0,1-265516-0.2:684900
2-114910-0.8,1-114346-1.0,3-*-1.0,1-*-1.0,1-115048-0.8:3072
1-281878-0.4,1-281933-0.4,1-281875-0.4,3-281657-0.2,2-281071-0.8:524541
2-472319-0.2,1-472439-0.2,3-472844-0.6,1-472907-0.2,6-471989-0.2:32514
1-360004-0.2,2-360235-1.0,1-359878-0.4,3-360426-0.4,1-359824-0.6:4134
3-*-1.0,1-*-1.0,1-*-1.0,2-269323-0.8,1-269463-0.6:521280
3-215816-0.2,1-216082-1.0,1-*-1.0,1-216156-1.0,2-215518-0.6:182
1-437088-0.8,1-437076-0.8,2-*-1.0,1-*-1.0,1-437167-0.6:181948
2-446821-1.0,1-447498-0.2,1-*-1.0,1-*-1.0,1-447587-1.0:1890
1-128836-0.8,1-*-1.0,3-128012-1.0,2-*-1.0,1-128790-0.6:3424
1-195653-0.8,1-195647-1.0,1-195631-0.4,3-195267-0.2,2-*-1.0:3160
1-147547-0.6,2-147453-0.8,1-147900-1.0,1-147866-0.8,1-147968-1.0:192
1-267499-0.2,1-*-1.0,1-266907-0.2,2-*-1.0,3-266957-0.4:684900
3-10027-0.8,1-10544-0.4,1-10557-1.0,1-*-1.0,1-*-1.0:2604
1-189409-0.6,3-*-1.0,1-189736-1.0,1-189500-0.8,1-*-1.0:2350
1-443626-0.4,3-*-1.0,1-443947-0.8,1-*-1.0,2-444324-0.2:150782
1-417250-0.2,1-*-1.0,2-417566-0.6,3-416943-0.6,1-417197-0.6:348882
1-*-1.0,2-155858-0.8,3-*-1.0,1-155251-0.4,1-*-1.0:566332
1-228144-0.6,1-*-1.0,1-228239-0.8,3-*-1.0,1-228149-0.2:107736
1-*-1.0,1-33746-0.6,1-33742-0.6,2-34055-0.2,1-*-1.0:2079816
1-393802-0.8,1-*-1.0,3-394176-0.2,2-*-1.0,1-393816-1.0:2344
1-154220-0.6,2-154283-0.8,6-154031-1.0,1-154235-0.2,3-154324-1.0:40
0-*-1.0,0-271555-0.2,0-271379-1.0,0-271586-0.8,0-271472-0.6:1836
1-*-1.0,1-272942-0.2,2-272470-0.8,1-*-1.0,1-*-1.0:2079816
2-*-1.0,6-345125-0.4,1-*-1.0,1-345003-1.0,1-345032-1.0:7
1-*-1.0,1-167535-0.4,2-*-1.0,1-168320-0.2,3-*-1.0:591228
1-4117-0.2,2-4795-0.6,1-4326-0.4,1-4106-0.8,1-*-1.0:389808
8-116279-0.2,8-116285-0.2,8-116631-0.8,4-*-1.0,8-116632-1.0:406
0-497287-1.0,0-497628-1.0,0-496827-1.0,0-497601-0.4,0-497289-0.8:2
2-*-1.0,1-*-1.0,1-*-1.0,6-295631-1.0,1-*-1.0:630
1-*-1.0,1-*-1.0,2-236206-1.0,1-236981-0.4,1-236186-0.2:60600
1-26581-0.8,6-*-1.0,1-26556-0.2,2-26442-0.2,1-27067-0.8:36678
1-*-1.0,1-330965-1.0,1-*-1.0,2-330942-0.8,1-331198-1.0:758
3-*-1.0,1-271142-0.2,1-*-1.0,1-*-1.0,1-*-1.0:415584
1-509393-0.4,1-*-1.0,1-*-1.0,1-509418-0.4,3-508720-0.4:415584
3-447012-1.0,1-447673-1.0,1-447474-0.2,1-447590-0.4,2-446821-0.4:242
2-*-1.0,6-257610-0.6,1-*-1.0,3-*-1.0,1-257578-0.2:48864
2-114910-0.6,1-114666-0.8,1-114290-0.8,3-115105-0.8,1-114211-1.0:160
2-256939-0.8,1-256469-0.4,3-256970-0.4,1-256428-0.6,1-256393-0.2:521280
2-138127-1.0,1-*-1.0,1-137755-1.0,1-137709-1.0,1-*-1.0:30
1-*-1.0,3-*-1.0,2-91351-0.6,1-91428-1.0,1-91476-1.0:163
3-459609-0.6,2-*-1.0,1-459656-0.6,1-459454-0.2,1-*-1.0:54570
1-*-1.0,1-117664-0.2,1-117647-1.0,2-118337-0.4,1-*-1.0:38346
3-212409-0.6,2-212208-0.6,1-*-1.0,1-211992-0.2,1-211979-0.8:109050
1-*-1.0,1-539414-1.0,2-*-1.0,3-*-1.0,1-*-1.0:9576
1-*-1.0,1-452634-0.8,2-452825-0.2,1-452582-0.8,1-452571-0.6:174348
1-222271-0.8,2-222444-1.0,1-222299-0.6,1-*-1.0,1-222105-0.6:27108
1-455900-1.0,1-*-1.0,1-455969-1.0,2-456292-0.4,1-*-1.0:528
1-87020-1.0,1-87017-0.2,2-87846-0.6,3-87767-0.6,1-87332-0.4:6386
1-*-1.0,2-*-1.0,1-469676-0.4,1-469745-0.8,1-468907-0.8:170746
2-*-1.0,1-543438-0.6,1-543502-1.0,1-*-1.0,1-*-1.0:38304
1-392965-0.8,3-392106-0.2,1-392939-0.8,1-*-1.0,1-393128-0.4:19698
3-381076-0.2,1-381364-1.0,1-381301-0.8,1-381285-0.6,2-*-1.0:2654
1-208542-1.0,3-208646-1.0,1-*-1.0,1-208507-0.6,6-208241-1.0:2
3-491239-0.2,1-*-1.0,1-492299-0.2,6-*-1.0,2-*-1.0:48864
1-97830-1.0,1-*-1.0,6-97303-0.8,2-97186-0.2,3-97894-0.8:70
3-339174-1.0,1-338642-0.6,1-*-1.0,2-339430-0.8,1-338650-0.2:19548
1-275382-0.2,1-275466-1.0,1-275510-1.0,2-274518-0.4,1-*-1.0:754
1-403743-1.0,1-403787-0.8,1-403747-0.8,3-*-1.0,2-403450-0.8:2948
2-*-1.0,1-157771-0.4,1-157714-0.8,3-157108-0.4,1-*-1.0:142144
0-*-1.0,0-*-1.0,0-450914-0.8,0-450804-1.0,0-450780-1.0:4
1-66592-1.0,2-*-1.0,6-66613-0.6,1-*-1.0,3-66121-0.8:295
1-*-1.0,1-360848-0.2,6-*-1.0,2-*-1.0,1-361197-0.4:36678
1-427252-0.6,1-426791-0.6,1-426987-0.6,1-427041-0.6,2-427209-0.4:2079816
1-*-1.0,3-383212-0.2,1-383561-0.8,2-*-1.0,1-383573-1.0:2701
1-241201-0.4,1-240766-1.0,1-*-1.0,1-240764-0.4,2-240690-0.4:39606
0-433864-1.0,0-434483-0.2,0-434019-0.4,0-433736-0.8,0-434020-0.4:924
1-523749-0.2,1-524445-0.8,1-523768-0.2,1-*-1.0,2-524410-1.0:30768
1-*-1.0,1-443244-0.8,2-443166-1.0,1-*-1.0,1-443249-0.4:27000
1-461791-0.6,3-*-1.0,6-461104-1.0,1-*-1.0,2-461538-1.0:26
1-*-1.0,6-473656-1.0,1-473748-0.2,2-*-1.0,3-*-1.0:886
2-141572-0.2,3-141276-0.8,1-*-1.0,1-141430-0.4,1-140764-1.0:3246
3-*-1.0,1-507297-1.0,1-507198-0.6,1-*-1.0,2-*-1.0:9704
1-257584-0.4,1-258183-0.2,2-*-1.0,1-*-1.0,1-*-1.0:2079816
2-396016-0.2,1-*-1.0,3-395440-0.6,1-*-1.0,1-395820-1.0:4512
3-514159-0.4,1-*-1.0,1-*-1.0,1-514536-0.4,2-514761-0.6:298238
1-383554-1.0,2-383116-0.6,1-382960-0.8,1-382958-0.2,1-*-1.0:13118
3-*-1.0,6-112097-0.4,1-112615-0.2,1-*-1.0,1-112630-0.6:36678
2-*-1.0,1-*-1.0,1-470271-0.2,1-*-1.0,1-470457-0.8:558144
1-216096-0.2,1-*-1.0,1-*-1.0,2-215518-0.2,1-*-1.0:2079816
1-121888-1.0,2-122441-0.2,1-121932-1.0,3-122054-0.2,1-121978-0.6:194
1-*-1.0,1-489019-0.4,1-488985-0.2,2-488956-0.2,1-489016-0.4:2079816
1-*-1.0,1-*-1.0,1-*-1.0,1-455431-0.6,2-454780-0.2:2079816
2-194508-0.8,1-*-1.0,1-194228-0.8,1-194271-0.2,1-*-1.0:579024
2-*-1.0,1-290562-1.0,1-290294-0.2,1-*-1.0,3-289954-0.4:8142
1-*-1.0,2-*-1.0,1-202284-0.2,3-201602-0.8,6-201974-0.6:16350
1-*-1.0,2-103392-0.2,1-102949-0.6,3-*-1.0,1-*-1.0:521280
1-429018-0.6,2-429370-0.4,3-428794-0.2,1-*-1.0,1-*-1.0:521280
1-264760-0.2,1-264746-0.6,2-265260-0.8,3-265258-0.2,1-264774-0.6:163620
1-277672-0.6,3-277535-0.4,2-277617-0.6,1-277694-0.4,1-*-1.0:521280
1-*-1.0,1-271678-0.6,1-271218-0.4,2-*-1.0,1-271214-0.4:2079816
1-301201-1.0,1-301191-0.8,1-301207-0.2,1-301253-1.0,2-*-1.0:204
1-*-1.0,1-*-1.0,2-*-1.0,1-101100-1.0,1-101144-1.0:778
1-326393-0.2,2-326547-0.8,3-325603-0.4,1-326349-0.8,1-326477-0.2:140978
3-500483-0.4,1-500435-1.0,2-500782-1.0,1-500417-0.2,1-500438-0.8:38
1-493853-0.6,3-493900-0.2,2-*-1.0,1-493806-0.8,1-494093-1.0:2774
1-*-1.0,1-211725-0.8,2-211665-0.2,1-*-1.0,1-211793-0.6:611520
6-226382-0.2,2-*-1.0,3-*-1.0,1-*-1.0,1-226834-0.2:48864
1-460241-0.8,2-*-1.0,1-460717-0.8,1-460250-0.4,1-*-1.0:170676
1-*-1.0,3-489799-1.0,6-*-1.0,1-489378-0.6,2-*-1.0:1802
1-441431-0.2,2-442002-0.4,1-*-1.0,6-441574-0.2,3-442073-0.8:16350
1-541186-1.0,1-541181-0.8,2-541318-0.6,1-541265-0.8,1-541179-1.0:53
1-68460-0.2,1-68886-1.0,3-68986-0.2,2-69356-0.6,1-68511-0.6:9726
1-454166-0.4,2-454202-0.6,1-453545-0.4,1-454093-0.6,3-453718-1.0:14778
1-193043-0.2,1-193233-1.0,1-193045-0.4,2-193499-0.2,1-193288-0.8:10436
1-*-1.0,2-*-1.0,1-23821-0.2,1-23258-0.2,1-22956-0.8:570174
3-*-1.0,2-*-1.0,1-493156-0.6,1-492987-0.6,1-*-1.0:521280
1-*-1.0,3-*-1.0,1-406102-0.2,1-*-1.0,2-405568-0.2:684900
3-*-1.0,2-*-1.0,1-109667-0.6,1-*-1.0,6-*-1.0:48864
1-39190-0.8,1-38187-0.6,1-39188-0.2,2-38735-0.8,1-38167-0.4:696942
1-149473-0.4,1-*-1.0,2-149743-0.2,1-149430-0.4,1-149421-0.8:579024
2-101003-0.2,1-101068-0.4,1-101110-1.0,1-101070-0.8,1-*-1.0:10482
1-364715-0.6,1-*-1.0,2-364673-1.0,1-*-1.0,1-*-1.0:73560
1-533231-0.6,2-*-1.0,1-*-1.0,1-532456-0.2,3-*-1.0:521280
1-19628-0.6,1-*-1.0,1-19613-0.2,1-*-1.0,3-20073-0.8:137544
1-389997-0.6,1-*-1.0,3-*-1.0,2-389748-0.4,1-*-1.0:521280
4-196457-0.8,8-196628-0.6,8-196631-1.0,8-196043-0.4,8-196030-0.6:430
1-109716-0.6,1-*-1.0,2-109609-0.6,6-109440-0.4,1-109673-0.2:36678
1-255375-0.4,1-255809-0.8,1-255405-0.4,1-*-1.0,2-*-1.0:389808
1-269752-0.4,2-269323-0.4,1-269770-0.4,3-268883-0.2,1-269777-0.2:533874
1-542780-0.8,1-542861-0.4,6-*-1.0,3-*-1.0,2-*-1.0:48864
2-235639-0.2,3-235640-0.6,1-234728-0.2,1-234666-1.0,1-234627-0.8:1025
2-*-1.0,1-77197-0.4,3-*-1.0,6-76786-1.0,1-*-1.0:858
1-138803-0.2,1-138857-0.4,1-138831-0.8,1-138834-0.2,2-138715-0.2:574692
1-24552-1.0,3-24368-0.4,2-24553-0.8,1-*-1.0,1-*-1.0:7246
1-490588-1.0,2-490601-0.4,1-*-1.0,1-490334-0.4,1-490966-1.0:684
1-220851-0.8,2-*-1.0,1-220924-0.4,1-220818-1.0,1-220827-0.6:10474
1-230941-0.8,1-230950-0.4,2-230792-0.4,1-230898-0.6,1-*-1.0:600006
1-110066-0.4,3-110684-1.0,1-*-1.0,1-*-1.0,2-110154-0.4:16822
1-531064-0.2,2-*-1.0,1-530995-0.8,1-*-1.0,1-531015-1.0:2986
1-*-1.0,1-154793-0.8,1-*-1.0,1-154025-1.0,2-*-1.0:11518
1-206068-1.0,3-206409-0.2,1-206030-0.4,1-206145-0.6,2-206246-0.2:9766
1-30556-0.4,3-30959-1.0,1-*-1.0,2-31266-0.4,1-*-1.0:20150
3-339251-0.6,1-339658-0.2,1-338652-0.4,1-338635-1.0,2-339430-0.4:6192
1-154058-0.8,1-154803-0.6,1-154033-0.2,2-154283-1.0,1-*-1.0:26424
1-260871-0.6,1-260860-0.4,1-260277-0.8,1-*-1.0,2-260250-0.4:547908
2-338172-0.8,3-338182-0.6,1-338164-0.8,1-338132-0.6,1-*-1.0:100778
1-*-1.0,1-411598-0.8,3-*-1.0,1-411390-0.2,2-411345-0.8:163620
1-129208-0.8,3-*-1.0,1-129202-1.0,1-130024-0.8,1-*-1.0:971
1-*-1.0,1-*-1.0,2-313029-0.2,1-313149-0.8,3-312364-1.0:4246
1-*-1.0,1-238801-1.0,3-239289-0.6,1-*-1.0,1-*-1.0:2616
2-149743-0.4,1-149454-0.4,1-*-1.0,3-150510-0.2,1-*-1.0:567590
3-*-1.0,6-64375-0.8,1-64676-0.8,1-64685-0.8,1-63850-0.8:15894
3-152361-0.6,1-152041-1.0,1-151930-0.2,1-*-1.0,2-152740-1.0:360
1-*-1.0,1-*-1.0,1-63235-0.4,2-62952-0.8,1-63238-1.0:38784
1-307666-1.0,1-307350-0.6,1-*-1.0,2-*-1.0,1-*-1.0:636
2-269323-0.4,1-268976-0.2,1-268902-1.0,1-269108-0.6,3-268882-0.6:452
1-307348-0.2,1-306466-0.8,1-*-1.0,1-306616-0.6,2-*-1.0:600006
1-418065-0.6,1-418056-0.2,3-417731-0.8,1-417799-0.6,2-*-1.0:54570
1-14713-0.6,2-*-1.0,1-14144-1.0,1-14588-0.6,3-14658-0.8:3330
2-*-1.0,1-494663-0.2,3-495019-0.6,1-494650-0.8,1-494625-0.4:48806
2-224446-0.4,1-224940-0.6,1-224595-0.6,1-224921-0.4,1-224916-0.4:2079816
1-*-1.0,1-144313-0.8,1-*-1.0,1-145199-0.4,2-*-1.0:592356
1-173553-0.2,1-173563-0.6,6-172628-0.2,2-172914-0.6,3-172894-0.6:32514
2-99466-0.6,1-99497-0.8,1-99582-1.0,1-99541-1.0,1-99496-0.2:211
1-*-1.0,2-287761-0.8,1-*-1.0,5-*-1.0,1-288272-1.0:1838
1-362865-1.0,1-363188-0.2,1-362959-0.6,2-363050-1.0,1-362954-0.8:336
1-536234-1.0,1-*-1.0,1-*-1.0,2-535444-0.2,1-*-1.0:39000
1-56312-0.6,1-*-1.0,1-*-1.0,1-56384-1.0,2-*-1.0:19968
1-389298-0.6,3-388454-0.8,2-*-1.0,1-389062-0.2,1-389055-0.2:174720
3-*-1.0,1-91544-1.0,1-92112-1.0,2-*-1.0,1-91536-0.2:48
8-21016-0.2,8-*-1.0,4-*-1.0,5-7593-0.2,8-21131-1.0:58
1-350171-0.4,1-350799-0.8,2-350864-1.0,1-350889-0.2,1-350907-1.0:446
3-223631-1.0,1-223702-0.2,2-224004-1.0,1-223721-0.4,1-223673-0.8:264
2-*-1.0,3-*-1.0,1-96166-0.2,1-*-1.0,1-96334-0.4:393264
1-*-1.0,1-172027-0.2,1-*-1.0,3-171789-1.0,1-*-1.0:10368
2-387677-0.6,1-*-1.0,1-*-1.0,3-388224-1.0,1-387712-0.2:24882
1-486171-0.8,1-*-1.0,2-*-1.0,1-*-1.0,3-486260-1.0:4186
1-*-1.0,1-*-1.0,1-*-1.0,2-299839-0.2,1-300312-0.4:2079816
3-*-1.0,2-153907-0.8,1-*-1.0,1-153713-1.0,1-*-1.0:2886
1-391240-1.0,3-392009-0.2,1-390884-0.2,1-*-1.0,1-*-1.0:8382
1-*-1.0,1-226093-1.0,1-*-1.0,1-*-1.0,2-225162-0.4:38934
1-124499-0.2,1-124491-0.2,1-124470-1.0,1-124737-0.8,2-124176-0.4:17350
1-234206-0.2,2-233514-0.4,1-233616-0.2,1-234215-0.6,3-*-1.0:163620
1-51205-0.4,1-51208-0.8,1-51040-1.0,1-*-1.0,2-51434-1.0:560
1-394890-0.8,1-*-1.0,2-394575-1.0,3-*-1.0,1-*-1.0:7944
2-530122-0.2,1-529602-0.6,1-529635-0.6,1-529495-0.4,3-*-1.0:163620
1-260903-0.6,1-*-1.0,1-*-1.0,3-261003-0.8,1-260862-0.6:138816
8-*-1.0,8-134512-0.6,8-134775-1.0,4-134676-0.8,8-*-1.0:648
1-213867-0.6,1-213858-0.4,2-214097-0.8,1-213843-1.0,3-213910-0.6:2034
1-137743-1.0,1-137755-0.6,1-*-1.0,2-138127-1.0,1-137733-0.4:1812
3-151531-0.4,2-150974-0.4,1-150790-0.2,1-151319-1.0,1-150859-0.4:9610
